item_no,sku,qty,description,product_family,product_type,product_dimension,ports,port_speed,poe_type,stacking,management,switch_layer,power_consumption,flash_memory,buffer_memory,throughput,latency,management_interface,network_interface,performance_tier,service_category,list_price_usd,street_price_usd,partner_price_usd,warranty_period,support_type,processor,operating_temp,storage_temp,humidity,compliance,package_contents,width,depth,height,weight_kg,availability,end_of_sale,orderability,duration,item_identifier,service_program,sheet,workbook,family,commercial_name,product_line,dimension,subscription_type,offer_type,product_name,wifi_standard,indoor_outdoor,antenna,radios,max_throughput,poe,controller_compat,eol_status,release_year
1147,LIC-C9200L-48E-3Y,1,"Meraki Essentials License for C9200L 48-Port, 3 year",Switches,MS License,License,48,1G,,No,Cloud Managed,L3,519,128MB,2MB,50Gbps,2.5μs,"Console, Network",48 x 1G Ethernet,Essential,CORE,1739.07,1634.888280721472,1448.724235249797,Lifetime,4HR,x86 1.8GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",31.45,21.92,1.67,8.4,Out of Stock,EoS,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Essentials License for C9200L 48-Port, 3 year",,License,,,,,,,,,,,,
1148,LIC-C9200L-48E-5Y,1,"Meraki Essentials License for C9200L 48-Port, 5 year",Switches,MS License,License,48,Multi-Gig,,Yes,Controller,L3,874,512MB,8MB,400Gbps,3.0μs,"Console, Network",48 x Multi-Gig Ethernet,Performance,CORE,1549.4,1419.513495425893,1234.614333755708,1 Year,4HR,x86 1.8GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",36.76,23.81,3.51,9.07,Out of Stock,EoS,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Essentials License for C9200L 48-Port, 5 year",,License,,,,,,,,,,,,
295,LIC-C9300-24A-10Y,1,"Meraki Advanced License for C9300-M 24-port, 10 year",Switches,Meraki MS License,License,24,Multi-Gig,,No,Cloud Managed,L3,90,64MB,2MB,200Gbps,2.0μs,"USB, Network",24 x Multi-Gig Ethernet,Essential,CORE,1.23,1.142596442457847,1.002104994509741,Lifetime,4HR,ARM 1.5GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",45,20.81,3.47,10.64,Limited Stock,EoL,ICW-ONLY,2,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Advanced License for C9300-M 24-port, 10 year",,License,,,,,,,,,,,,
1118,LIC-C9300-24A-1Y,1,"Meraki Advanced License for C9300-M 24-port, 1 year",Switches,MS License,License,24,1G,,Yes,Cloud Managed,L3,878,64MB,4MB,50Gbps,2.0μs,"Console, USB, Network",24 x 1G Ethernet,Premium,CORE,4651.22,4063.875032804681,3931.930400404421,1 Year,Next Day,x86 1.0GHz,0 to 40°C,-40 to 70°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",36.03,28.77,3.76,5.36,In Stock,EoL,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Advanced License for C9300-M 24-port, 1 year",,License,,,,,,,,,,,,
296,LIC-C9300-24A-3Y,1,"Meraki Advanced License for C9300-M 24-port, 3 year",Switches,Meraki MS License,License,24,10G,,Yes,Cloud Managed,L2,801,256MB,1MB,400Gbps,2.5μs,"USB, Network",24 x 10G Ethernet,Performance,CORE,19485.96,17396.0895511054,14643.94035053744,5 Years,Next Day,ARM 1.2GHz,0 to 50°C,-40 to 70°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",31.3,35.02,3.02,9.09,In Stock,Active,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Advanced License for C9300-M 24-port, 3 year",,License,,,,,,,,,,,,
297,LIC-C9300-24A-5Y,1,"Meraki Advanced License for C9300-M 24-port, 5 year",Switches,Meraki MS License,License,24,Multi-Gig,,Yes,Controller,L3,304,512MB,2MB,50Gbps,3.0μs,"USB, Network",24 x Multi-Gig Ethernet,Premium,CORE,1255.38,1168.838432150042,894.0680845067666,Lifetime,NBD,ARM 1.2GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",36.24,29.3,4.84,7.13,Limited Stock,EoS,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Advanced License for C9300-M 24-port, 5 year",,License,,,,,,,,,,,,
298,LIC-C9300-24A-7Y,1,"Meraki Advanced License for C9300-M 24-port, 7 year",Switches,Meraki MS License,License,24,10G,,No,Cloud Managed,L3,925,128MB,2MB,50Gbps,2.0μs,"Console, Network",24 x 10G Ethernet,Performance,CORE,713.49,614.4739547558232,502.4871793770284,5 Years,NBD,x86 1.0GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",28.71,40,3.42,2.74,Limited Stock,Active,ICW-ONLY,12,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Advanced License for C9300-M 24-port, 7 year",,License,,,,,,,,,,,,
311,LIC-C9300-24E-10Y,1,"Meraki Enterprise License for C9300-M 24-port, 10 year",Switches,Meraki MS License,License,24,Multi-Gig,,No,Controller,L2,397,64MB,8MB,100Gbps,2.5μs,"Console, USB, Network",24 x Multi-Gig Ethernet,Essential,CORE,4433.46,4145.903049013209,3237.968069131039,5 Years,Next Day,x86 1.8GHz,0 to 40°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",16.35,33.09,3.18,8.08,Out of Stock,EoL,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Enterprise License for C9300-M 24-port, 10 year",,License,,,,,,,,,,,,
310,LIC-C9300-24E-1Y,1,"Meraki Enterprise License for C9300-M 24-port, 1 year",Switches,Meraki MS License,License,24,1G,,No,Controller,L2,390,64MB,2MB,400Gbps,3.0μs,"Console, USB, Network",24 x 1G Ethernet,Performance,CORE,4674.3,4280.90373299617,3332.503038225679,Lifetime,Next Day,ARM 1.5GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",21.45,39,4.92,3.4,Limited Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Enterprise License for C9300-M 24-port, 1 year",,License,,,,,,,,,,,,
312,LIC-C9300-24E-3Y,1,"Meraki Enterprise License for C9300-M 24-port, 3 year",Switches,Meraki MS License,License,24,Multi-Gig,,No,Cloud Managed,L2,922,128MB,8MB,200Gbps,2.5μs,"USB, Network",24 x Multi-Gig Ethernet,Essential,CORE,4462.56,4139.649536394902,3178.043119625281,5 Years,4HR,ARM 1.2GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",43.53,35.29,2.63,11,Out of Stock,Active,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Enterprise License for C9300-M 24-port, 3 year",,License,,,,,,,,,,,,
313,LIC-C9300-24E-5Y,1,"Meraki Enterprise License for C9300-M 24-port, 5 year",Switches,Meraki MS License,License,24,1G,,No,Controller,L3,1111,512MB,8MB,100Gbps,3.0μs,"Console, Network",24 x 1G Ethernet,Performance,CORE,3514.26,3197.261321767348,2806.890114567763,1 Year,4HR,ARM 1.5GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",35.45,35,3.34,14.11,Limited Stock,EoS,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Enterprise License for C9300-M 24-port, 5 year",,License,,,,,,,,,,,,
1137,LIC-C9300-24E-7Y,1,"Meraki Enterprise License for C9300-M 24-port, 7 year",Switches,MS License,License,24,1G,,No,Cloud Managed,L2,827,512MB,4MB,200Gbps,2.0μs,"Console, Network",24 x 1G Ethernet,Performance,CORE,4184.6,3853.500582597264,3210.91794324699,Lifetime,24HR,ARM 1.2GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",29.75,36.43,1.32,5.85,Out of Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Enterprise License for C9300-M 24-port, 7 year",,License,,,,,,,,,,,,
1123,LIC-C9300-48A-10Y,1,"Meraki Advanced License for C9300-M 48-port, 10 year",Switches,MS License,License,48,Multi-Gig,,Yes,On-Prem,L2,978,64MB,8MB,50Gbps,2.5μs,"Console, Network",48 x Multi-Gig Ethernet,Performance,CORE,10627.07,9656.24001348715,8022.769422389802,1 Year,NBD,x86 1.8GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",25.28,38.15,1.56,9.59,In Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Advanced License for C9300-M 48-port, 10 year",,License,,,,,,,,,,,,
299,LIC-C9300-48A-1Y,1,"Meraki Advanced License for C9300-M 48-port, 1 year",Switches,Meraki MS License,License,48,1G,,No,Cloud Managed,L3,402,256MB,8MB,400Gbps,2.5μs,"USB, Network",48 x 1G Ethernet,Performance,CORE,2326.11,2100.019684204235,1719.20811546777,3 Years,Next Day,x86 1.0GHz,-5 to 45°C,-40 to 85°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",16.1,36.39,4.47,10.29,Limited Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Advanced License for C9300-M 48-port, 1 year",,License,,,,,,,,,,,,
1124,LIC-C9300-48A-3Y,1,"Meraki Advanced License for C9300-M 48-port, 3 year",Switches,MS License,License,48,10G,,Yes,Cloud Managed,L2,796,256MB,8MB,200Gbps,1.5μs,"Console, Network",48 x 10G Ethernet,Performance,CORE,19485.96,18283.5231515931,13744.13925742286,3 Years,Next Day,x86 1.0GHz,-5 to 45°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",18.61,25.12,1.03,6.44,In Stock,Active,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Advanced License for C9300-M 48-port, 3 year",,License,,,,,,,,,,,,
302,LIC-C9300-48A-5Y,1,"Meraki Advanced License for C9300-M 48-port, 5 year",Switches,Meraki MS License,License,48,10G,,No,On-Prem,L3,95,512MB,4MB,400Gbps,1.5μs,"Console, USB, Network",48 x 10G Ethernet,Premium,CORE,2355.21,2202.189401703916,1815.770971823295,5 Years,Next Day,x86 1.0GHz,0 to 50°C,-40 to 70°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",35.96,38.62,1.47,14.51,Limited Stock,EoS,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Advanced License for C9300-M 48-port, 5 year",,License,,,,,,,,,,,,
1126,LIC-C9300-48A-7Y,1,"Meraki Advanced License for C9300-M 48-port, 7 year",Switches,MS License,License,48,1G,,Yes,On-Prem,L3,798,512MB,4MB,100Gbps,1.5μs,"Console, USB, Network",48 x 1G Ethernet,Essential,CORE,4519.76,4113.13441515241,3777.690113311945,3 Years,Next Day,ARM 1.5GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",19.96,28.64,3.41,14.6,Out of Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Advanced License for C9300-M 48-port, 7 year",,License,,,,,,,,,,,,
1139,LIC-C9300-48E-10Y,1,"Meraki Enterprise License for C9300-M 48-port, 10 year",Switches,MS License,License,48,1G,,No,Cloud Managed,L2,864,64MB,4MB,100Gbps,1.5μs,"Console, USB, Network",48 x 1G Ethernet,Premium,CORE,3.43,2.959801252424398,2.432573930203346,Lifetime,24HR,x86 1.8GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",18.88,20.67,2.62,6.28,Limited Stock,EoS,ICW-ONLY,2,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Enterprise License for C9300-M 48-port, 10 year",,License,,,,,,,,,,,,
1138,LIC-C9300-48E-1Y,1,"Meraki Enterprise License for C9300-M 48-port, 1 year",Switches,MS License,License,48,10G,,No,Cloud Managed,L3,1167,64MB,4MB,50Gbps,2.5μs,"USB, Network",48 x 10G Ethernet,Premium,CORE,849.96,724.4122091688398,634.6493510090631,1 Year,24HR,x86 1.8GHz,-5 to 45°C,-40 to 85°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",44.23,32.55,3.18,5.54,Limited Stock,Active,ICW-ONLY,12,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Enterprise License for C9300-M 48-port, 1 year",,License,,,,,,,,,,,,
1140,LIC-C9300-48E-3Y,1,"Meraki Enterprise License for C9300-M 48-port, 3 year",Switches,MS License,License,48,1G,,Yes,Cloud Managed,L2,509,512MB,8MB,100Gbps,3.0μs,"Console, Network",48 x 1G Ethernet,Premium,CORE,7686.81,7299.771394104712,5667.541741463345,3 Years,24HR,ARM 1.5GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",16.03,35.62,2.22,3.52,Out of Stock,EoS,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Enterprise License for C9300-M 48-port, 3 year",,License,,,,,,,,,,,,
316,LIC-C9300-48E-5Y,1,"Meraki Enterprise License for C9300-M 48-port, 5 year",Switches,Meraki MS License,License,48,Multi-Gig,,No,On-Prem,L2,589,512MB,4MB,200Gbps,1.5μs,"Console, Network",48 x Multi-Gig Ethernet,Premium,CORE,3349.68,3051.994029488607,2834.424824409576,1 Year,4HR,x86 1.8GHz,0 to 40°C,-40 to 70°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",25.69,29.62,4.72,3.99,In Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Enterprise License for C9300-M 48-port, 5 year",,License,,,,,,,,,,,,
1142,LIC-C9300-48E-7Y,1,"Meraki Enterprise License for C9300-M 48-port, 7 year",Switches,MS License,License,48,10G,,Yes,On-Prem,L2,1165,64MB,2MB,200Gbps,2.5μs,"Console, Network",48 x 10G Ethernet,Premium,CORE,3349.68,3040.135589200289,2712.586477741565,Lifetime,24HR,ARM 1.2GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",44.96,31.63,3.6,8.44,In Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki Enterprise License for C9300-M 48-port, 7 year",,License,,,,,,,,,,,,
1003,LIC-C9350-24A-3Y,1,"Cloud Advantage License for C9350 24 ports, 3-year",Switches,MS License,License,24,Multi-Gig,,No,Cloud Managed,L2,1047,128MB,1MB,400Gbps,2.5μs,"USB, Network",24 x Multi-Gig Ethernet,Performance,CORE,4067.19,3540.999132788928,3455.937024051895,Lifetime,24HR,x86 1.8GHz,0 to 50°C,-40 to 70°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",20.29,37.38,1.44,10.65,Out of Stock,Active,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Cloud Advantage License for C9350 24 ports, 3-year",,License,,,,,,,,,,,,
180,LIC-C9350-24A-5Y,1,"Cloud Advantage License for C9350 24 ports, 5-year",Switches,Meraki MS License,License,24,10G,,No,Controller,L2,522,256MB,1MB,50Gbps,3.0μs,"USB, Network",24 x 10G Ethernet,Premium,CORE,671.34,613.994558419991,520.5788861026242,1 Year,NBD,x86 1.8GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",35.79,38.76,4.92,5.1,In Stock,Active,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Cloud Advantage License for C9350 24 ports, 5-year",,License,,,,,,,,,,,,
1007,LIC-C9350-24E-5Y,1,"Cloud Essential License for C9350 24 ports, 5-year",Switches,MS License,License,24,10G,,Yes,Cloud Managed,L2,938,512MB,1MB,200Gbps,3.0μs,"USB, Network",24 x 10G Ethernet,Essential,CORE,3029.57,2583.42400179112,2386.831982605084,1 Year,4HR,ARM 1.5GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",15.69,21.86,2.93,4.91,Limited Stock,EoS,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Cloud Essential License for C9350 24 ports, 5-year",,License,,,,,,,,,,,,
1005,LIC-C9350-48A-3Y,1,"Cloud Advantage License for C9350 48 ports, 3-year",Switches,MS License,License,48,1G,,Yes,Cloud Managed,L3,633,512MB,1MB,400Gbps,2.5μs,"Console, USB, Network",48 x 1G Ethernet,Essential,CORE,5490.15,4998.562840426157,4548.978264399284,3 Years,Next Day,x86 1.8GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",28.46,21.23,1.79,13.61,Out of Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Cloud Advantage License for C9350 48 ports, 3-year",,License,,,,,,,,,,,,
1006,LIC-C9350-48A-5Y,1,"Cloud Advantage License for C9350 48 ports, 5-year",Switches,MS License,License,48,1G,,Yes,Cloud Managed,L2,366,64MB,1MB,100Gbps,2.5μs,"Console, Network",48 x 1G Ethernet,Performance,CORE,1324.62,1207.674808974066,978.5494497298072,3 Years,Next Day,ARM 1.2GHz,-5 to 45°C,-40 to 85°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",24.1,21.43,1.32,10.83,Limited Stock,Active,ICW-ONLY,12,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Cloud Advantage License for C9350 48 ports, 5-year",,License,,,,,,,,,,,,
1008,LIC-C9350-48E-3Y,1,"Cloud Essential License for C9350 48 ports, 3-year",Switches,MS License,License,48,1G,,Yes,Cloud Managed,L2,580,256MB,4MB,400Gbps,2.5μs,"Console, Network",48 x 1G Ethernet,Performance,CORE,643.24,582.1268636567794,462.6155351124119,1 Year,Next Day,x86 1.8GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",24.93,27.21,4.31,4.25,Out of Stock,Active,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Cloud Essential License for C9350 48 ports, 3-year",,License,,,,,,,,,,,,
1009,LIC-C9350-48E-5Y,1,"Cloud Essential License for C9350 48 ports, 5-year",Switches,MS License,License,48,10G,,No,Controller,L2,1066,128MB,1MB,200Gbps,2.5μs,"USB, Network",48 x 10G Ethernet,Premium,CORE,2163.55,1887.064105264777,1819.024390079225,5 Years,NBD,ARM 1.5GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",34.27,20.19,1.95,7.33,In Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Cloud Essential License for C9350 48 ports, 5-year",,License,,,,,,,,,,,,
480,LIC-MS120-24-10YR,1,"Meraki MS120-24 Enterprise License and Support, 10 Year",Switches,Meraki MS License,License,24,10G,,No,License,L2,130,256MB,1MB,100Gbps,3.0μs,"Console, Network",24 x 10G Ethernet,Premium,CORE,1238.32,1131.527306646075,1035.579606585183,5 Years,Next Day,x86 1.0GHz,-5 to 45°C,-40 to 70°C,10% to 90%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",32.62,28.46,1.19,8.71,Out of Stock,EoS,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS120-24 Enterprise License and Support, 10 Year",,License,,,,,,,,,,,,
1305,LIC-MS120-24-1D,1,Meraki MS120-24 Enterprise License and Support-1 Day,Switches,MS License,License,24,Multi-Gig,,Yes,License,L2,444,256MB,4MB,100Gbps,3.0μs,"USB, Network",24 x Multi-Gig Ethernet,Premium,CORE,8667.12,8028.000672278376,6697.231721941745,1 Year,Next Day,x86 1.8GHz,0 to 40°C,-40 to 70°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Quick Start Guide",22.36,32.33,3.67,4.57,Out of Stock,Active,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki MS120-24 Enterprise License and Support-1 Day,,License,,,,,,,,,,,,
1300,LIC-MS120-24-1YR,1,"Meraki MS120-24 Enterprise License and Support, 1 Year",Switches,MS License,License,24,1G,,Yes,License,L2,67,128MB,4MB,400Gbps,2.5μs,"Console, Network",24 x 1G Ethernet,Performance,CORE,134.47,119.0533092639259,105.2459521868773,1 Year,4HR,ARM 1.2GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supplies (2), Quick Start Guide",36.66,28.25,3.04,11.86,Out of Stock,Active,ICW-ONLY,12,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS120-24 Enterprise License and Support, 1 Year",,License,,,,,,,,,,,,
1302,LIC-MS120-24-3YR,1,"Meraki MS120-24 Enterprise License and Support, 3 Year",Switches,MS License,License,24,Multi-Gig,,No,License,L2,665,256MB,8MB,400Gbps,3.0μs,"Console, Network",24 x Multi-Gig Ethernet,Essential,CORE,301.05,256.2308405275249,244.9933779677099,3 Years,24HR,x86 1.0GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",40.59,38.2,4.36,4.86,Limited Stock,EoS,ICW-ONLY,36,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS120-24 Enterprise License and Support, 3 Year",,License,,,,,,,,,,,,
1303,LIC-MS120-24-5YR,1,"Meraki MS120-24 Enterprise License and Support, 5 Year",Switches,MS License,License,24,1G,,No,License,L2,501,256MB,1MB,400Gbps,3.0μs,"USB, Network",24 x 1G Ethernet,Performance,CORE,1294.52,1104.008857720576,938.6615139853172,Lifetime,4HR,ARM 1.5GHz,-5 to 45°C,-40 to 70°C,5% to 95%,"IEEE 802.3bt, IEEE 802.1AB, IEEE 802.1D","Switch, Power Supply, Quick Start Guide",18.03,26.23,4.23,13.98,Limited Stock,EoL,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS120-24 Enterprise License and Support, 5 Year",,License,,,,,,,,,,,,
483,LIC-MS120-24-7YR,1,"Meraki MS120-24 Enterprise License and Support, 7 Year",Switches,Meraki MS License,License,24,1G,,Yes,License,L2,695,128MB,1MB,200Gbps,1.5μs,"USB, Network",24 x 1G Ethernet,Performance,CORE,3645.72,3143.384597926987,2719.626395081488,5 Years,24HR,ARM 1.5GHz,0 to 50°C,-40 to 70°C,5% to 95%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",30.46,35.96,1.55,10.02,In Stock,EoS,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS120-24 Enterprise License and Support, 7 Year",,License,,,,,,,,,,,,
1307,LIC-MS120-24P-10YR,1,"Meraki MS120-24P Enterprise License and Support, 10 Year",Switches,MS License,License,24,10G,PoE+,Yes,License,L2,805,512MB,8MB,50Gbps,3.0μs,"Console, Network",24 x 10G Ethernet,Performance,CORE,4330.55,3889.726101715306,3531.504843955536,1 Year,4HR,x86 1.0GHz,0 to 50°C,-40 to 85°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",19.17,22.54,1.31,11.21,Limited Stock,EoS,ICW-ONLY,60,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS120-24P Enterprise License and Support, 10 Year",,License,,,,,,,,,,,,
1311,LIC-MS120-24P-1D,1,Meraki MS120-24P Enterprise License and Support-1 Day,Switches,MS License,License,24,Multi-Gig,UPOE,No,License,L2,510,64MB,4MB,50Gbps,1.5μs,"USB, Network",24 x Multi-Gig Ethernet,Performance,CORE,23275.8,21991.80565288315,17725.08186222455,1 Year,NBD,x86 1.0GHz,0 to 50°C,-40 to 70°C,10% to 90%,"IEEE 802.3, IEEE 802.1D, IEEE 802.1Q","Switch, Power Supply, Rack Mount Kit, Quick Start Guide",21.63,32.13,4.39,14.48,In Stock,EoS,ICW-ONLY,120,Product,Standard,Sheet1,Cisco Switches MS,Switches,Meraki MS120-24P Enterprise License and Support-1 Day,,License,,,,,,,,,,,,
1306,LIC-MS120-24P-1YR,1,"Meraki MS120-24P Enterprise License and Support, 1 Year",Switches,MS License,License,24,1G,PoE++,No,License,L2,585,128MB,1MB,100Gbps,2.5μs,"USB, Network",24 x 1G Ethernet,Premium,CORE,20366.33,17818.13379914804,16555.35365354345,3 Years,Next Day,ARM 1.5GHz,0 to 40°C,-40 to 85°C,5% to 95%,"IEEE 802.3az, IEEE 802.1x, IEEE 802.1D","Switch, Power Supplies (2), Quick Start Guide",38.6,38.93,4.45,2.58,Limited Stock,Active,ICW-ONLY,84,Product,Standard,Sheet1,Cisco Switches MS,Switches,"Meraki MS120-24P Enterprise License and Support, 1 Year",,License,,,,,,,,,,,,
